ts,label,session_type,experiment_start_ts,fx,fy,fz,mx,my,mz
1787168045.501776,resting,fast,1787168045.445006,-3.640000104904175,-1.5800000429153442,20.920000076293945,-0.5730000138282776,0.5684999823570251,-0.00800000037997961
1787168045.609015,resting,fast,1787168045.445006,-3.640000104904175,-1.5800000429153442,20.920000076293945,-0.5730000138282776,0.5684999823570251,-0.00800000037997961
1787168045.6207438,resting,fast,1787168045.445006,-3.640000104904175,-1.5800000429153442,20.920000076293945,-0.5730000138282776,0.5684999823570251,-0.00800000037997961
1787168045.6351616,resting,fast,1787168045.445006,-3.640000104904175,-1.5800000429153442,20.920000076293945,-0.5730000138282776,0.5684999823570251,-0.00800000037997961
1787168045.646132,resting,fast,1787168045.445006,-3.640000104904175,-1.5800000429153442,20.920000076293945,-0.5730000138282776,0.5684999823570251,-0.00800000037997961
1787168045.6570787,resting,fast,1787168045.445006,-3.640000104904175,-1.5800000429153442,20.920000076293945,-0.5730000138282776,0.5684999823570251,-0.00800000037997961
1787168045.667843,resting,fast,1787168045.445006,-3.640000104904175,-1.5800000429153442,20.920000076293945,-0.5730000138282776,0.5684999823570251,-0.00800000037997961
1787168045.6784244,resting,fast,1787168045.445006,-3.640000104904175,-1.5800000429153442,20.920000076293945,-0.5730000138282776,0.5684999823570251,-0.00800000037997961
1787168045.6889853,resting,fast,1787168045.445006,-3.8399999141693115,-2.140000104904175,22.059999465942383,-0.5864999890327454,0.5709999799728394,0.013500000350177288
1787168045.6996095,resting,fast,1787168045.445006,-3.8399999141693115,-2.140000104904175,22.059999465942383,-0.5864999890327454,0.5709999799728394,0.013500000350177288
1787168045.7102191,resting,fast,1787168045.445006,-3.8399999141693115,-2.140000104904175,22.059999465942383,-0.5864999890327454,0.5709999799728394,0.013500000350177288
1787168045.7207866,resting,fast,1787168045.445006,-3.8399999141693115,-2.140000104904175,22.059999465942383,-0.5864999890327454,0.5709999799728394,0.013500000350177288
1787168045.7315924,resting,fast,1787168045.445006,-3.8399999141693115,-2.140000104904175,22.059999465942383,-0.5864999890327454,0.5709999799728394,0.013500000350177288
1787168045.7423701,resting,fast,1787168045.445006,-3.8399999141693115,-2.140000104904175,22.059999465942383,-0.5864999890327454,0.5709999799728394,0.013500000350177288
1787168045.753071,resting,fast,1787168045.445006,-3.8399999141693115,-2.140000104904175,22.059999465942383,-0.5864999890327454,0.5709999799728394,0.013500000350177288
1787168045.7636976,resting,fast,1787168045.445006,-3.8399999141693115,-2.140000104904175,22.059999465942383,-0.5864999890327454,0.5709999799728394,0.013500000350177288
1787168045.774423,resting,fast,1787168045.445006,-3.8399999141693115,-2.140000104904175,22.059999465942383,-0.5864999890327454,0.5709999799728394,0.013500000350177288
1787168045.7852275,resting,fast,1787168045.445006,-3.8399999141693115,-2.140000104904175,22.059999465942383,-0.5864999890327454,0.5709999799728394,0.013500000350177288
1787168045.7959292,resting,fast,1787168045.445006,-3.8399999141693115,-2.140000104904175,22.059999465942383,-0.5864999890327454,0.5709999799728394,0.013500000350177288
1787168045.8066363,resting,fast,1787168045.445006,-3.8399999141693115,-2.140000104904175,22.059999465942383,-0.5864999890327454,0.5709999799728394,0.013500000350177288
1787168045.8173926,resting,fast,1787168045.445006,-3.8399999141693115,-2.140000104904175,22.059999465942383,-0.5864999890327454,0.5709999799728394,0.013500000350177288
1787168045.828056,resting,fast,1787168045.445006,-3.8399999141693115,-2.140000104904175,22.059999465942383,-0.5864999890327454,0.5709999799728394,0.013500000350177288
1787168045.839802,resting,fast,1787168045.445006,-3.8399999141693115,-2.140000104904175,22.059999465942383,-0.5864999890327454,0.5709999799728394,0.013500000350177288
1787168045.850528,resting,fast,1787168045.445006,-3.8399999141693115,-2.140000104904175,22.059999465942383,-0.5864999890327454,0.5709999799728394,0.013500000350177288
1787168045.862416,resting,fast,1787168045.445006,-3.8399999141693115,-2.140000104904175,22.059999465942383,-0.5864999890327454,0.5709999799728394,0.013500000350177288
1787168045.8730714,resting,fast,1787168045.445006,-3.8399999141693115,-2.140000104904175,22.059999465942383,-0.5864999890327454,0.5709999799728394,0.013500000350177288
1787168045.883815,resting,fast,1787168045.445006,-3.799999952316284,-1.1200000047683716,20.799999237060547,-0.5559999942779541,0.5665000081062317,-0.007000000216066837
1787168045.8955271,resting,fast,1787168045.445006,-3.799999952316284,-1.1200000047683716,20.799999237060547,-0.5559999942779541,0.5665000081062317,-0.007000000216066837
