id,label,session_type,start_ts,end_ts
1,resting,fast,1786739728.8838232,1786739745.4504135
2,twist +Y,fast,1786739745.4504135,1786739746.1800432
3,push -Z,fast,1786739746.1800432,1786739817.7878432
4,resting,fast,1786739817.7878432,1786739828.86129
