ts,label,session_type,experiment_start_ts,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
1786730204.7200902,resting,fast,1786730204.402794,13977.0,13473.0,13515.0,14192.0,13948.0,13525.0,13486.0,13845.0,13321.0,13455.0,13821.0,13733.0,13662.0,13846.0,13807.0,13494.0
1786730204.7325683,resting,fast,1786730204.402794,13976.5,13477.0,13515.5,14191.0,13951.5,13536.0,13487.0,13844.5,13324.0,13461.0,13818.0,13732.0,13662.5,13855.0,13799.0,13493.0
1786730204.7345226,resting,fast,1786730204.402794,13977.666666666666,13473.666666666666,13516.333333333334,14192.0,13952.666666666666,13537.0,13486.333333333334,13845.0,13324.0,13463.0,13817.666666666666,13727.333333333334,13662.666666666666,13854.666666666666,13799.333333333334,13487.666666666666
1786730204.7352338,resting,fast,1786730204.402794,13976.333333333334,13475.0,13512.333333333334,14189.333333333334,13953.666666666666,13541.666666666666,13480.333333333334,13839.333333333334,13322.666666666666,13465.0,13811.333333333334,13720.0,13658.333333333334,13854.0,13793.333333333334,13481.0
1786730204.7368302,resting,fast,1786730204.402794,13975.333333333334,13465.333333333334,13511.666666666666,14188.666666666666,13952.333333333334,13532.666666666666,13476.0,13841.333333333334,13320.333333333334,13458.333333333334,13811.333333333334,13718.333333333334,13657.333333333334,13845.333333333334,13796.666666666666,13478.333333333334
1786730204.7378263,resting,fast,1786730204.402794,13974.333333333334,13466.0,13512.0,14184.0,13953.333333333334,13531.0,13475.666666666666,13839.333333333334,13320.333333333334,13455.0,13811.666666666666,13721.666666666666,13654.333333333334,13842.666666666666,13795.0,13483.666666666666
1786730204.7387664,resting,fast,1786730204.402794,13972.0,13455.333333333334,13511.0,14184.666666666666,13951.333333333334,13524.666666666666,13475.333333333334,13845.666666666666,13318.333333333334,13450.333333333334,13811.333333333334,13723.333333333334,13656.666666666666,13843.333333333334,13795.333333333334,13481.333333333334
1786730204.7620497,resting,fast,1786730204.402794,13963.333333333334,13461.666666666666,13510.0,14186.0,13942.666666666666,13530.0,13476.0,13846.0,13314.666666666666,13453.0,13811.666666666666,13725.0,13656.666666666666,13844.0,13797.333333333334,13484.333333333334
1786730204.7904136,resting,fast,1786730204.402794,13961.666666666666,13465.0,13505.333333333334,14189.666666666666,13940.0,13531.0,13475.333333333334,13849.0,13312.333333333334,13453.333333333334,13810.666666666666,13726.0,13658.0,13843.666666666666,13799.333333333334,13483.666666666666
1786730204.8189535,resting,fast,1786730204.402794,13962.333333333334,13475.666666666666,13510.0,14192.333333333334,13941.666666666666,13539.0,13478.666666666666,13849.333333333334,13318.0,13458.333333333334,13815.0,13730.0,13661.333333333334,13846.0,13803.0,13491.666666666666
