ts,label,session_type,experiment_start_ts,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
1787279983.9882166,resting,fast,1787279983.8225672,21598.0,20579.0,20081.0,20746.0,21421.0,20840.0,20036.0,20131.0,20076.0,20084.0,20550.0,20924.0,20064.0,21261.0,21379.0,20027.0
1787279983.990365,resting,fast,1787279983.8225672,21600.0,20576.5,20079.5,20742.0,21422.0,20835.0,20037.0,20126.5,20077.0,20081.5,20548.5,20922.0,20065.5,21259.0,21375.0,20025.5
1787279983.991747,resting,fast,1787279983.8225672,21599.333333333332,20573.0,20078.333333333332,20740.333333333332,21422.333333333332,20831.0,20034.666666666668,20124.333333333332,20077.333333333332,20077.333333333332,20546.666666666668,20920.0,20066.666666666668,21256.333333333332,21372.333333333332,20024.333333333332
1787279983.9955933,resting,fast,1787279983.8225672,21598.0,20572.0,20076.0,20738.666666666668,21423.666666666668,20829.666666666668,20032.333333333332,20119.666666666668,20077.333333333332,20076.333333333332,20545.0,20917.666666666668,20067.666666666668,21257.0,21369.333333333332,20022.666666666668
1787279983.9963567,resting,fast,1787279983.8225672,21593.666666666668,20570.0,20074.0,20736.666666666668,21421.0,20828.666666666668,20030.666666666668,20112.666666666668,20073.666666666668,20075.0,20543.666666666668,20911.0,20066.0,21254.666666666668,21369.666666666668,20015.0
1787279983.9970715,resting,fast,1787279983.8225672,21588.333333333332,20570.0,20075.666666666668,20738.666666666668,21414.666666666668,20828.333333333332,20032.333333333332,20113.0,20067.0,20075.0,20544.333333333332,20911.0,20060.0,21254.333333333332,21371.666666666668,20016.333333333332
1787279983.9977553,resting,fast,1787279983.8225672,21586.666666666668,20567.333333333332,20076.333333333332,20738.666666666668,21412.0,20826.666666666668,20032.666666666668,20115.333333333332,20065.0,20073.666666666668,20543.0,20914.0,20060.0,21254.333333333332,21372.666666666668,20018.333333333332
1787279983.9984646,resting,fast,1787279983.8225672,21588.666666666668,20571.0,20079.0,20743.333333333332,21414.666666666668,20830.333333333332,20034.333333333332,20123.333333333332,20068.333333333332,20076.666666666668,20547.0,20921.333333333332,20061.333333333332,21258.333333333332,21374.666666666668,20027.0
1787279983.999201,resting,fast,1787279983.8225672,21595.0,20573.666666666668,20079.0,20744.666666666668,21420.666666666668,20835.0,20034.333333333332,20124.0,20075.0,20081.0,20546.666666666668,20921.666666666668,20067.666666666668,21261.333333333332,21374.333333333332,20026.333333333332
1787279983.999907,resting,fast,1787279983.8225672,21594.666666666668,20572.333333333332,20077.0,20736.666666666668,21419.666666666668,20832.0,20031.666666666668,20115.333333333332,20074.333333333332,20077.666666666668,20547.0,20909.0,20064.333333333332,21257.333333333332,21370.333333333332,20015.666666666668
1787279984.0017457,resting,fast,1787279983.8225672,21588.0,20564.333333333332,20070.333333333332,20729.333333333332,21408.0,20823.666666666668,20023.0,20110.0,20064.333333333332,20070.333333333332,20537.333333333332,20904.0,20054.0,21252.666666666668,21360.0,20011.0
1787279984.0104365,resting,fast,1787279983.8225672,21584.333333333332,20563.0,20067.666666666668,20725.666666666668,21405.333333333332,20821.0,20021.666666666668,20107.0,20061.333333333332,20068.333333333332,20535.666666666668,20901.333333333332,20051.666666666668,21250.666666666668,21359.0,20008.0
1787279984.021589,resting,fast,1787279983.8225672,21584.666666666668,20567.666666666668,20071.0,20735.0,21405.666666666668,20825.666666666668,20026.0,20116.666666666668,20061.666666666668,20073.333333333332,20537.666666666668,20913.0,20055.0,21255.333333333332,21363.666666666668,20018.666666666668
1787279984.032635,resting,fast,1787279983.8225672,21593.0,20573.0,20075.333333333332,20741.666666666668,21417.0,20832.333333333332,20033.666666666668,20123.0,20071.333333333332,20078.333333333332,20543.333333333332,20918.666666666668,20064.333333333332,21257.333333333332,21372.333333333332,20023.333333333332
1787279984.043834,resting,fast,1787279983.8225672,21594.666666666668,20575.0,20076.333333333332,20744.0,21420.333333333332,20835.0,20035.333333333332,20125.666666666668,20074.333333333332,20080.0,20546.666666666668,20923.333333333332,20067.333333333332,21257.666666666668,21374.0,20027.0
1787279984.055435,resting,fast,1787279983.8225672,21599.0,20576.333333333332,20075.0,20743.666666666668,21423.666666666668,20835.333333333332,20035.0,20126.0,20076.666666666668,20081.0,20544.666666666668,20923.666666666668,20067.666666666668,21258.666666666668,21372.0,20026.666666666668
1787279984.066313,resting,fast,1787279983.8225672,21598.333333333332,20577.333333333332,20078.666666666668,20742.333333333332,21423.0,20836.333333333332,20035.666666666668,20123.0,20076.0,20082.666666666668,20546.333333333332,20921.0,20067.666666666668,21263.0,21374.333333333332,20025.333333333332
1787279984.0778577,resting,fast,1787279983.8225672,21598.0,20578.0,20079.666666666668,20743.666666666668,21422.333333333332,20837.666666666668,20036.0,20123.333333333332,20075.666666666668,20083.666666666668,20547.666666666668,20920.333333333332,20066.666666666668,21266.666666666668,21374.333333333332,20024.666666666668
