ts,label,session_type,experiment_start_ts,fx,fy,fz,mx,my,mz
1786685235.0331142,resting,fast,1786685234.8044016,-460.58868319612384,-191.18561692542585,693.4959832300665,14.33892126940722,-34.544151239709386,6.841784056955777e-20
1786685235.0352905,resting,fast,1786685234.8044016,-458.8599707747653,-186.58850246542647,680.7553814178336,13.994137684907418,-34.414497808107384,6.833142155552867e-20
1786685235.03614,resting,fast,1786685234.8044016,-460.4707672149266,-184.61133447862028,692.0268476762258,13.845850085896739,-34.53530754111973,6.811165500464352e-20
1786685235.0369194,resting,fast,1786685234.8044016,-462.0059578269156,-183.2206647481454,690.9904896251792,13.74154985611116,-34.65044683701892,6.798675720437608e-20
1786685235.0405967,resting,fast,1786685234.8044016,-465.3058858491504,-184.07118000256105,708.8993541492891,13.805338500192303,-34.897941438686544,6.777713499677004e-20
1786685235.0413723,resting,fast,1786685234.8044016,-464.0894583007339,-183.8765939605114,705.3344707577116,13.790744547038475,-34.80670937255529,6.881015057102932e-20
1786685235.0689354,resting,fast,1786685234.8044016,-463.4663110864026,-183.20643551456828,718.4332827806466,13.740482663592761,-34.75997333148029,6.88554786823828e-20
1786685235.0972407,resting,fast,1786685234.8044016,-462.74215168967703,-186.0358211654608,717.0139184698255,13.952686587409755,-34.70566137672584,6.941226177906986e-20
1786685235.125627,resting,fast,1786685234.8044016,-464.5491269485069,-186.04191000843514,712.7925614029209,13.953143250632902,-34.84118452113828,6.80126544337736e-20
1786685235.1539574,resting,fast,1786685234.8044016,-463.84761073706477,-187.0961587761334,706.2642059794234,14.032211908210083,-34.78857080528005,6.865637412416842e-20
1786685235.1824305,resting,fast,1786685234.8044016,-462.5404837861297,-183.0879375961165,700.6711214694888,13.731595319708834,-34.690536283959915,6.788455799271829e-20
1786685235.2106962,resting,fast,1786685234.8044016,-461.52197605942456,-184.3737048919155,704.051262791676,13.82802786689398,-34.614148204457095,6.807042926214506e-20
1786685235.2391279,resting,fast,1786685234.8044016,-461.4034899969183,-184.08464627864782,703.0507923401601,13.80634847089878,-34.60526174976903,6.835735477578593e-20
1786685235.267511,resting,fast,1786685234.8044016,-465.0437572387027,-184.5188772889411,712.4251260033243,13.838915796670687,-34.87828179290286,6.878481384849153e-20
1786685235.2958221,resting,fast,1786685234.8044016,-463.7993979032426,-185.7629859778284,714.0171757350608,13.932223948337391,-34.78495484274341,6.864611485576181e-20
1786685235.3245814,resting,fast,1786685234.8044016,-463.75529411524394,-186.88483793638818,710.6167598522352,14.016362845229292,-34.7816470586435,6.851100398166592e-20
1786685235.35277,resting,fast,1786685234.8044016,-459.015765629013,-190.01507210714715,695.4086370271598,14.251130408036335,-34.42618242217618,6.857990621569274e-20
1786685235.3811312,resting,fast,1786685234.8044016,-461.15607961830165,-186.58438009173835,695.9424875758777,13.9938285068805,-34.58670597137283,6.899504184990968e-20
1786685235.4093733,resting,fast,1786685234.8044016,-461.5657521380954,-183.71833462648863,691.4359922418234,13.778875096986884,-34.617431410357185,6.812042863462773e-20
1786685235.4377177,resting,fast,1786685234.8044016,-462.9080441351207,-184.74381692635086,693.4893017438653,13.855786269476678,-34.71810331013423,6.76928630136274e-20
1786685235.4661465,resting,fast,1786685234.8044016,-462.6923051086037,-185.58693627346906,694.1359238132236,13.919020220510351,-34.701922883145386,6.760003192604837e-20
1786685235.4944527,resting,fast,1786685234.8044016,-461.45398773855914,-191.1364235685071,696.6853203530754,14.335231767638188,-34.60904908039198,6.723901953375317e-20
1786685235.5231097,resting,fast,1786685234.8044016,-460.65510691650206,-189.61517671463434,697.8619895560751,14.221138253597712,-34.549133018737834,6.748188390425776e-20
1786685235.5515456,resting,fast,1786685234.8044016,-459.9330820472751,-192.4032955238199,701.4858977985205,14.430247164286836,-34.49498115354586,6.832356904704507e-20
1786685235.5799856,resting,fast,1786685234.8044016,-461.4481441251255,-191.9887440544154,699.3913390851867,14.399155804081321,-34.60861080938455,6.806641478874718e-20
1786685235.608118,resting,fast,1786685234.8044016,-464.06467552537924,-192.23111668646027,706.1419392710341,14.41733375148468,-34.80485066440361,6.79402399865379e-20
1786685235.636877,resting,fast,1786685234.8044016,-466.3994867214524,-193.69409531673477,715.7360965701646,14.527057148755194,-34.979961504109156,6.801074483090167e-20
1786685235.6650026,resting,fast,1786685234.8044016,-467.00882830461615,-192.5918171364175,713.2826131964785,14.444386285231534,-35.025662122846335,6.828195517657013e-20
1786685235.6933546,resting,fast,1786685234.8044016,-465.02139788580826,-191.9169299088668,709.1432146759307,14.393769743165183,-34.87660484143572,6.862938791962665e-20
1786685235.7216513,resting,fast,1786685234.8044016,-462.3163710780382,-189.20770785734987,685.5883702449073,14.1905780893014,-34.67372783085302,6.803416367871535e-20
1786685235.7500715,resting,fast,1786685234.8044016,-459.11323691923144,-188.1357561573169,680.4302965019906,14.11018171179889,-34.433492768942536,6.80960331402572e-20
1786685235.7786076,resting,fast,1786685234.8044016,-459.34602282243077,-186.11986361799393,676.1400242889667,13.958989771349682,-34.45095171168248,6.747383878108354e-20
1786685235.8085008,resting,fast,1786685234.8044016,-462.8481667719984,-190.98418974733715,689.5342269335024,14.323814231050516,-34.713612507900116,6.737775844480501e-20
1786685235.8351781,resting,fast,1786685234.8044016,-466.9257287458172,-186.81778777146826,714.666321380706,14.011334082860376,-35.01942965593644,6.820966317039776e-20
1786685235.8635676,resting,fast,1786685234.8044016,-466.50559719428475,-186.3506365362167,717.3307192896491,13.976297740216413,-34.987919789571514,6.861897887006217e-20
1786685235.8919415,resting,fast,1786685234.8044016,-462.958906343928,-184.69106538440508,713.050290384308,13.851829903830453,-34.72191797579483,6.8549357598622e-20
1786685235.9204707,resting,fast,1786685234.8044016,-461.36167701638396,-190.48587365677577,697.5371608405776,14.286440524258612,-34.60212577622916,6.796486456698996e-20
