id,label,session_type,start_ts,end_ts
1,resting,fast,1787255809.0055292,1787256024.6639192
2,push +X,fast,1787256024.6639192,1787256079.7080593
3,resting,fast,1787256079.7080593,1787256079.9398067
4,resting,fast,1787256079.9398067,1787256130.5820498
5,push +X,fast,1787256130.5820498,1787256158.5482209
6,resting,fast,1787256158.5482209,1787256205.2618074
7,push +X,fast,1787256205.2618074,1787256246.9670284
8,resting,fast,1787256246.9670284,1787256256.970001
